urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.1	urn:cite:fuSyntax:0085003tokens.2896877_1	urn:cite:fuSyntax:0085003sentences.2896877	Χθονὸς
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.2	urn:cite:fuSyntax:0085003tokens.2896877_2	urn:cite:fuSyntax:0085003sentences.2896877	μὲν
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.3	urn:cite:fuSyntax:0085003tokens.2896877_3	urn:cite:fuSyntax:0085003sentences.2896877	ἐς
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.4	urn:cite:fuSyntax:0085003tokens.2896877_4	urn:cite:fuSyntax:0085003sentences.2896877	τηλουρὸν
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.5	urn:cite:fuSyntax:0085003tokens.2896877_5	urn:cite:fuSyntax:0085003sentences.2896877	ἥκομεν
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.6	urn:cite:fuSyntax:0085003tokens.2896877_6	urn:cite:fuSyntax:0085003sentences.2896877	πέδον
urn:cts:greekLit:tlg0085.tlg003.fuSyn:1.7	urn:cite:fuSyntax:0085003tokens.2896877_7	urn:cite:fuSyntax:0085003sentences.2896877	,
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.1	urn:cite:fuSyntax:0085003tokens.2896877_8	urn:cite:fuSyntax:0085003sentences.2896877	Σκύθην
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.2	urn:cite:fuSyntax:0085003tokens.2896877_9	urn:cite:fuSyntax:0085003sentences.2896877	ἐς
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.3	urn:cite:fuSyntax:0085003tokens.2896877_10	urn:cite:fuSyntax:0085003sentences.2896877	οἷμον
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.4	urn:cite:fuSyntax:0085003tokens.2896877_11	urn:cite:fuSyntax:0085003sentences.2896877	,
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.5	urn:cite:fuSyntax:0085003tokens.2896877_12	urn:cite:fuSyntax:0085003sentences.2896877	ἄβατον
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.6	urn:cite:fuSyntax:0085003tokens.2896877_13	urn:cite:fuSyntax:0085003sentences.2896877	εἰς
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.7	urn:cite:fuSyntax:0085003tokens.2896877_14	urn:cite:fuSyntax:0085003sentences.2896877	ἐρημίαν
urn:cts:greekLit:tlg0085.tlg003.fuSyn:2.8	urn:cite:fuSyntax:0085003tokens.2896877_15	urn:cite:fuSyntax:0085003sentences.2896877	.
